Id,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,Max_EState_Index,Min_Abs_EState_Index,MolecularW,Exact_Molecular_Weight,Number_of_Valence_Electrons,Max_Partial_Charge,Min_Abs_Partial_Charge,FpDensity_Morgan_Level_1,BCUT2D_High_Molecular_Weight,J_Index,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Chi0_Connectivity_Index,Hall_Kier_Alpha_Descriptor,Kappa_Shape_Index_1,Labute_ASA,PEOE_VSA_1,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,SlogP_VSA_3,TPSA_8,VSA_EState_1,Fraction_of_sp3_Carbon_Atoms,Number_of_Rotatable_Bonds,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,lipophilicity
3789,12.60755962,-0.253514702,12.60755962,0.230397594,0.708852438,374.444,352.268,374.1742759,142,0,0.294730904,0.371311433,0.187758272,0.526875364,0.793437797,0.407420321,0.540730777,0.375296094,0.452744898,0.841562375,0.255548839,-0.377641436,0.377641436,0.255548839,0.892857143,1.678571429,2.392857143,16.15147832,10.06589562,2.127882257,-2.139088563,2.19220117,-2.162334479,6.078310946,0.101147582,1.781630712,1000.428409,20.09564736,16.06177673,16.06177673,13.43556075,8.846098071,8.846098071,6.624404767,6.624404767,4.284211371,4.284211371,2.708098557,2.708098557,-3.67,7.295266229,9.899603828,9.622896419,7.54272962,6.791161752,2015827.41,19.10160536,8.347880146,4.535210245,163.7725523,15.53348694,0.0,0.074217944,0.069943112,0.874614383,0.284745192,0.368731909,0.0,0.0,11.81435946,0.0,14.57305289,0.0,0.0,0.0,12.13273414,54.95175817,42.79386307,11.88422985,9.589074368,28.87651828,0.0,4.983978521,0.0,6.9237372,29.6288309,83.68134523,0,0.0,15.53348694,17.06215882,0.0,0.0,30.89368195,0.0,6.9237372,26.27942884,66.99099076,0.0,0.0,0,74.33,0.0,9.589074368,0.0,11.81435946,22.50167553,11.25083777,0.0,42.72552249,50.18445917,15.61755573,0.0,0.0,0.0,31.13560914,5.672439318,3.961066233,-0.483912296,16.13390662,3.22118345,1.851501795,3.841539076,0.136363636,28,2,6,0,0,0,2,1,3,4,2,6,5,0,0,0,3,3.96062,112.0914,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2181,11.60931649,-3.157655048,11.60931649,0.12796244,0.879014099,335.473,310.273,335.166748,126,0,0.400412337,0.471579773,0.992392528,0.866022775,0.753517077,0.503526707,0.611633349,0.052279023,0.083060087,0.796713856,0.211166043,-0.360878899,0.360878899,0.211166043,1.304347826,2.043478261,2.739130435,32.23322659,9.88795252,2.207760973,-2.283735213,2.328663842,-2.286441733,7.889546865,0.255748357,1.822282384,774.23243,16.44938299,13.8013505,14.61784708,10.98229503,8.179910988,9.832176214,6.474498849,8.520491182,4.907017563,6.270607655,3.356497732,4.065052877,-1.37,9.721871007,1.71569892,9.433987032,2.407568912,7.052728724,211677.1976,16.48646451,6.628798903,3.761443232,137.6713477,9.883888252,0.0,0.033643547,0.128071796,0.040971512,0.897445334,0.187046468,0.0,10.02329115,0.0,0.0,0.0,13.13989185,0.0,0.0,6.066367068,75.62486481,17.0997685,5.752853607,8.417796984,20.92621609,0.0,14.60598312,0.0,25.18037091,32.93771038,35.52284776,0,0.0,4.722094864,0.0,0.0,0.0,51.23939562,16.44411278,0.0,29.88645228,24.39594478,0.0,10.90292493,0,65.2,10.02329115,8.417796984,0.0,5.752853607,12.33872767,24.16966502,30.83899093,0.0,6.066367068,39.98323281,0.0,25.59097694,0.0,5.737597309,1.248989512,3.59322027,0.721704212,6.23831302,5.037244547,2.272705897,0.475914962,0.529411765,23,2,5,0,1,1,1,1,2,3,2,6,5,0,1,1,3,2.0688,94.3212,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2166,13.88111113,-4.393814642,13.88111113,0.108190159,0.544807524,453.858,439.746,453.0473944,156,0,0.911584123,0.94372626,0.589015984,0.717797973,0.977813423,0.772516384,0.569029356,0.452091969,0.29433088,0.360914799,0.272987671,-0.381731637,0.381731637,0.272987671,1.2,1.933333333,2.633333333,35.49569408,10.14181972,2.222379516,-2.121373701,2.297142266,-2.213713876,7.924513483,0.095862927,2.054426952,1254.564417,22.05167728,15.28011593,16.85254145,14.13506614,8.251072838,10.11220056,5.920292442,7.978316694,3.95533612,5.802414084,2.473983275,4.060240877,-3.31,6.558886076,1.440064777,3.864641452,2.876965077,3.465639694,3696598.886,21.40009424,8.20431251,4.163419131,174.7110218,11.05045608,4.895483476,0.479991511,0.055053916,0.666482336,0.705384044,0.949127775,23.14623245,0.0,15.93047088,0.0,9.516632049,27.16658412,0.0,0.0,23.73367403,24.26546827,12.61112347,22.60079115,21.99316426,39.03665983,0.0,15.28474565,0.0,4.895483476,17.50343432,64.94604897,0,11.25737949,15.77255095,20.28607915,0.0,11.60093989,31.34060574,10.02329115,11.63444168,10.48846518,47.49052946,5.022633314,11.25737949,0,127.07,38.14778232,21.99316426,0.0,27.79180357,0.0,24.26546827,25.37724969,0.0,4.722094864,15.28474565,17.33460737,54.71777999,6.027742001,19.4636786,2.199549029,5.323245256,-3.252815837,6.968810019,1.251070872,0.0,-3.004615487,0.055555556,30,4,8,0,0,0,2,1,3,6,3,12,5,0,0,0,3,2.8178,107.4471,0,0,0,1,0,2,0,0,0,0,1,1,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3542,13.19233041,-0.286648985,13.19233041,0.102213727,0.326523013,451.592,422.36,451.1929628,168,0,0.762008571,0.510463972,0.308324027,0.805409641,0.909207304,0.157008963,0.559874346,0.305308822,0.439259574,0.745549548,0.330763481,-0.39634494,0.39634494,0.330763481,1.0625,1.8125,2.5625,32.16654639,10.04770287,2.203127498,-2.11984031,2.300032913,-2.381897247,7.990041112,0.296054704,1.942766365,1375.958021,22.82769817,18.74528558,19.56178216,15.41792266,10.9497219,11.93532046,8.537483943,9.621105699,5.645698872,6.850568009,4.12971832,5.215798432,-2.77,0.146816092,8.803890212,1.959779692,9.33027305,9.089290866,19169999.03,22.42487137,9.38361692,4.14493763,190.6550642,9.673627043,0.0,0.178509048,0.478265427,0.795389882,0.943785362,0.959277161,0.0,0.0,5.559266895,5.689743398,13.92873648,4.794537184,0.0,11.76188495,56.31204388,28.67462759,38.69376394,15.92888491,5.106527395,33.43725831,0.0,13.70129894,12.96557803,38.38376881,12.35973557,75.0629492,0,0.0,11.24901029,0.0,0.0,11.76188495,31.16756191,20.13718479,5.917906046,25.83174751,63.2764474,0.0,21.67537336,0,69.16,0.0,14.69560176,0.0,23.7737983,36.16611297,10.58941147,15.33954808,23.37665658,24.39594478,42.68004232,0.0,5.020161302,1.562995061,26.12222446,13.04719756,1.276966089,0.95625221,14.51710363,2.584446441,5.365880623,1.546772618,0.36,32,1,6,0,0,0,2,2,4,7,1,7,8,0,0,0,4,3.8337,131.7538,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2688,13.22811452,-4.636344916,13.22811452,0.192766157,0.426040155,457.416,439.272,457.1474075,170,0,0.167370548,0.42788728,0.922795039,0.444589835,0.990509199,0.38378851,0.163953505,0.98237299,0.280424913,0.89577308,0.434674781,-0.355062956,0.434674781,0.355062956,1.151515152,1.939393939,2.606060606,19.41323227,10.0382826,2.337977376,-2.117932658,2.34122299,-2.222931433,6.017350293,-0.140894491,1.968315607,1357.649345,23.7503479,17.48780305,17.48780305,15.72289522,9.832205534,9.832205534,7.009951935,7.009951935,4.85892799,4.85892799,3.352900799,3.352900799,-4.22,7.40269586,4.830092316,0.790980205,3.117913085,0.735282597,30619673.59,21.991127,8.372782213,4.140046681,184.5919734,15.61755573,11.34110522,0.255343772,0.372367395,0.65908821,0.120750198,0.48603953,5.693927995,0.0,11.81435946,6.176298517,14.57305289,9.665781456,18.26992695,0.0,0.0,25.12283841,54.89292987,11.25083777,22.76031951,22.84776089,0.0,35.36599751,0.0,13.10003572,13.59242839,59.93778297,0,16.81428926,10.63357721,13.17124514,0.0,0.0,50.13920815,6.176298517,0.0,33.46411905,42.98647549,0.0,27.84769069,0,117.59,11.87022651,22.76031951,0.0,34.40630244,23.0578836,10.74817,37.90141334,12.99010427,0.0,30.68419458,0.0,40.75783657,0.0,35.65398124,9.225295241,0.722104547,-0.762705338,3.896270012,0.796794613,2.15572567,1.471364112,0.19047619,33,3,9,0,0,0,0,4,4,6,3,12,5,0,0,0,4,2.9387,112.8461,0,0,0,0,0,5,1,0,0,0,2,2,0,0,0,4,3,0,0,0,0,1,0,0,0,3,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
278,12.25761716,-0.588333333,12.25761716,0.007592593,0.782957815,252.273,240.177,252.0898776,94,0,0.319001385,0.147897522,0.281449196,0.481691258,0.390196235,0.415166693,0.193888729,0.545456537,0.850973607,0.863411988,0.32341358,-0.350883979,0.350883979,0.32341358,1.0,1.631578947,2.368421053,16.16311994,10.03402858,2.26934531,-2.2159781,2.348974987,-2.31694193,6.112230454,0.099425716,2.316402369,679.3507214,13.40541292,10.16696938,10.16696938,9.18154055,5.979551138,5.979551138,4.419462285,4.419462285,3.249273804,3.249273804,2.418278455,2.418278455,-2.62,6.966572848,8.223922562,2.913609972,6.046364689,7.579299978,29788.97114,11.46926413,4.242357076,1.775485536,110.0002611,5.733667477,0.0,0.316455309,0.046350859,0.893718726,0.421710363,0.725413599,5.783244946,0.0,0.0,6.031114512,9.694446915,4.794537184,0.0,0.0,30.33183534,23.7625527,11.98427311,11.37477255,9.589074368,23.18913201,0.0,0.0,5.733667477,6.420821623,4.899909731,59.65783953,0,0.0,10.63357721,16.16930973,0.0,0.0,11.81435946,6.420821623,0.0,15.92144017,48.53093655,0.0,0.0,0,63.4,6.031114512,9.589074368,0.0,12.20406657,16.93822404,5.563451492,4.899909731,30.33183534,18.19910121,0.0,5.733667477,0.0,0.0,25.43211546,0.0,8.041380385,-0.007592593,13.75932823,0.274768519,0.0,0.0,0.066666667,19,2,4,0,1,1,2,0,2,2,1,4,0,0,0,0,3,2.6422,72.6409,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
952,13.45725553,-0.67441208,13.45725553,0.099616402,0.844180839,390.487,364.279,390.2055761,150,0,0.48443361,0.946015477,0.882609459,0.187443491,0.432583216,0.684640509,0.684240878,0.245278122,0.573292326,0.205033989,0.22629805,-0.358040707,0.358040707,0.22629805,1.172413793,1.931034483,2.689655172,16.15756078,9.771142611,2.473213649,-2.356675127,2.378761949,-2.483822836,5.897762724,-0.144221969,1.346347946,1013.544587,20.00986092,16.53898642,16.53898642,14.10008541,10.70666143,10.70666143,8.818087621,8.818087621,6.940805645,6.940805645,5.04767999,5.04767999,-2.81,8.387765809,4.570023232,5.970231711,7.759349865,1.650717517,9251933.939,18.23331384,6.90882162,3.187628512,169.8041861,15.20067686,5.538925252,0.481524292,0.797421532,0.248518278,0.819507988,0.145099074,0.0,11.81435946,0.0,0.0,9.589074368,0.0,5.261891555,0.0,31.04074445,31.74965356,53.50645095,6.069221313,9.589074368,22.71728439,5.261891555,15.20067686,11.83581209,57.02943302,6.544756406,35.52284776,0,6.069221313,5.316788604,0.0,0.0,0.0,33.78192937,22.5546524,23.16692496,49.78230922,24.26546827,0.0,10.90292493,0,88.99,5.538925252,14.85096592,0.0,23.65017155,13.08951281,50.46245208,16.6436037,0.0,17.03264387,28.50272257,0.0,0.0,0.0,31.79045991,13.4164688,2.871200855,-0.59174247,10.45096669,5.690841215,1.288471671,0.0,0.52173913,29,2,6,2,1,3,1,1,2,3,2,6,3,2,0,2,5,3.03138,108.5884,0,0,0,0,0,1,1,0,0,0,2,2,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2392,5.903753307,0.205614379,5.903753307,0.205614379,0.856137149,248.717,235.613,248.0828741,88,0,0.027621306,0.457367648,0.953894571,0.961161528,0.990041499,0.746553745,0.698565843,0.18745446,0.379020489,0.365164054,0.221726794,-0.383006751,0.383006751,0.221726794,1.117647059,1.764705882,2.352941176,35.49569118,10.03178903,2.114189185,-2.102234342,2.288853307,-2.056161147,6.301811932,1.01705049,2.613511657,536.9470467,12.41384908,9.44360006,10.19952901,8.113392203,5.292787074,5.670751547,3.649186491,4.085622272,2.497017951,2.748994267,1.733205455,1.859193613,-1.81,1.015656908,1.903317684,4.582117845,1.344051683,1.93550863,7328.293977,11.66887177,4.590610961,2.313468447,104.6407251,11.46733495,5.817862778,0.286394303,0.872428459,0.475897102,0.588586021,0.872627058,0.0,5.948339281,0.0,0.0,0.0,4.983978521,4.983978521,0.0,30.65741123,24.11700725,10.58608481,5.693927995,0.0,23.36714195,0.0,9.967957042,0.0,13.34455882,11.46733495,34.98202958,0,11.12690298,11.46733495,11.76620206,0.0,11.60093989,9.967957042,6.420821623,0.0,12.61766519,24.26546827,5.022633314,11.12690298,0,77.82,0.0,0.0,0.0,5.948339281,10.84049609,23.2416526,0.0,0.0,31.18920547,9.967957042,23.06827484,0.0,5.855308651,8.197384732,0.682160441,14.11098802,0.605311092,7.414411061,0.744920399,2.000626715,0.0,0.166666667,17,4,4,0,0,0,1,1,2,4,2,5,2,0,0,0,2,2.5238,70.6808,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3431,10.87009637,0.052037037,10.87009637,0.052037037,0.594404758,149.193,138.105,149.084064,58,0,0.097686201,0.815616718,0.788713177,0.087782249,0.027504461,0.194208648,0.730333726,0.742391388,0.187232973,0.529175968,0.223094856,-0.31574473,0.31574473,0.223094856,1.272727273,1.818181818,2.272727273,16.15161098,10.279441,2.01619318,-2.132500997,2.095591367,-2.218985681,5.901811667,-0.115795317,2.85117789,242.9994627,8.267584714,6.742213232,6.742213232,5.215214055,3.509234939,3.509234939,2.413584189,2.413584189,1.615832771,1.615832771,0.833404975,0.833404975,-1.31,7.477868605,3.356154431,0.149068474,8.373410159,8.868890999,335.4793898,7.793199174,3.191164646,1.802305551,66.44758523,4.899909731,0.0,0.499406377,0.144016899,0.302710219,0.489213124,0.696089304,0.0,5.907179729,0.0,0.0,4.794537184,0.0,0.0,0.0,18.19910121,12.13273414,19.65879546,0.0,4.794537184,11.594566,0.0,0.0,0.0,6.9237372,11.94758171,30.33183534,0,0.0,4.899909731,5.687386275,0.0,0.0,12.95485171,4.794537184,0.0,6.9237372,30.33183534,0.0,0.0,0,20.31,0.0,4.794537184,0.0,5.907179729,0.0,5.687386275,0.0,18.87131891,30.33183534,0.0,0.0,0.0,0.0,12.48120748,0.0,0.930555556,0.052037037,9.559348073,0.0,1.548611111,1.761574074,0.222222222,11,0,2,0,0,0,1,0,1,1,0,2,1,0,0,0,1,1.6693,45.526,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1114,13.42276741,-0.157036968,13.42276741,0.037321231,0.703951462,419.529,390.297,419.2321252,162,0,0.550095404,0.818983839,0.395538765,0.381480696,0.719084531,0.649838708,0.682454854,0.861381436,0.810018091,0.040620051,0.265344647,-0.36894462,0.36894462,0.265344647,1.064516129,1.806451613,2.516129032,16.14982559,10.08590406,2.166352744,-2.336600364,2.214225856,-2.440561381,5.947340005,0.09428178,1.754213347,1176.293479,22.12059139,18.55258024,18.55258024,14.8294076,10.70064134,10.70064134,8.540928505,8.540928505,5.760690672,5.760690672,3.898685841,3.898685841,-3.19,7.354422502,9.600293555,3.109535247,0.642397343,3.342509032,9638240.122,21.05771387,8.510444415,4.319493804,181.855593,15.11660807,6.327320075,0.577454726,0.235064244,0.699947654,0.137014132,0.775831303,0.0,0.0,11.46644662,0.0,14.15617402,4.983978521,0.0,0.0,6.066367068,63.71417042,43.47170422,16.59031121,4.794537184,22.49749094,0.0,19.7677765,0.0,26.81305243,38.12660734,64.20622955,0,5.687386275,15.77596523,5.687386275,0.0,0.0,59.62670606,0.0,6.9237372,29.76891457,47.52005967,0.0,16.59031121,0,70.47,0.0,9.589074368,0.0,17.50828745,22.1537627,37.42986339,4.567099648,18.46005421,45.03667987,27.14825857,0.0,1.539268235,0.0,35.01288851,3.476479903,3.669328671,-0.157036968,11.3225118,1.548272077,9.631742858,2.123211581,0.375,31,1,7,0,1,1,2,1,3,6,1,7,4,0,1,1,4,2.58412,124.3892,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1176,13.22376059,-3.892942925,13.22376059,0.031474645,0.605000622,448.633,412.345,448.250812,172,0,0.923058346,0.954546392,0.570509697,0.071371331,0.133038395,0.732059636,0.480847362,0.674244383,0.514088001,0.94995251,0.262556443,-0.348882088,0.348882088,0.262556443,1.096774194,1.64516129,2.129032258,32.23327214,9.877032382,2.302052488,-2.278715334,2.295921377,-2.413942571,7.923310563,0.091006654,2.566210072,1014.326401,23.56011345,19.90573553,20.72223211,14.31191616,10.80789614,12.29105939,9.203632923,10.88603516,5.809837406,7.164683277,3.20485058,4.267224504,-2.35,2.084890278,2.732267213,0.117832916,9.865153636,8.207391366,3495219.139,24.91526451,9.42340808,5.668524736,186.2269427,5.316788604,5.563451492,0.215185882,0.68711067,0.446009603,0.829019508,0.775341518,5.817862778,0.0,15.93047088,0.0,9.516632049,13.09959992,5.098681808,0.0,52.31487163,51.16057945,6.041840829,16.6312523,13.21233417,21.74833366,0.0,15.09727335,5.414990469,85.21070598,4.722094864,41.08629925,0,0.0,10.03888347,5.817862778,0.0,0.0,30.14730229,10.02329115,19.26246487,82.04127544,29.16095175,0.0,0.0,0,93.09,10.02329115,13.21233417,0.0,39.6826496,5.693927995,18.40509474,0.0,35.87100841,48.4661604,15.13756528,0.0,30.60841042,0.0,13.36493442,7.575531881,1.578843614,-0.121183862,6.466980794,1.520500497,15.7322585,-3.892942925,0.565217391,31,2,7,0,0,0,1,1,2,5,2,8,8,0,0,0,2,4.82624,124.9537,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4087,14.63996025,-0.588290539,14.63996025,0.004444812,0.637159374,464.497,439.297,464.1859835,176,0,0.146625562,0.919519548,0.754408661,0.235232075,0.50464055,0.936291759,0.736448019,0.941973533,0.517851987,0.936301499,0.271550147,-0.380597496,0.380597496,0.271550147,1.058823529,1.794117647,2.529411765,19.14219825,10.01411824,2.314622822,-2.355233265,2.209899383,-2.517448454,5.947280143,-0.13651439,1.305871963,1293.560423,23.65612529,18.62825482,18.62825482,16.50804039,11.41570583,11.41570583,8.713984088,8.713984088,6.565230691,6.565230691,4.633602644,4.633602644,-3.59,7.84959996,7.885403593,8.190573455,8.844887786,9.928133766,92750355.15,22.21452973,9.341230681,4.305470483,194.8639266,14.53668242,5.817220841,0.700991952,0.861837156,0.872270344,0.938205874,0.091500122,0.0,5.907179729,11.46644662,0.0,14.38361155,9.489096856,5.098681808,0.0,24.26546827,30.18337432,44.59295343,29.16839171,18.71635237,22.58680789,0.0,19.99718308,5.917906046,12.84164325,39.39278955,75.45642538,0,0.0,5.559266895,4.390415048,0.0,0.0,71.20433209,15.95222176,11.73512689,28.03618979,47.25910666,0.0,10.77244843,0,95.6,11.72440057,18.7740266,0.0,22.94780416,62.45721488,11.80704584,6.066367068,34.06528774,12.13273414,10.19736362,4.736862954,19.947014,0.0,41.09485394,7.9245604,1.079008305,-1.016685287,11.61359914,1.068472939,2.622509898,0.0,0.36,34,1,8,0,2,2,2,1,3,5,1,9,4,0,2,2,5,1.9739,122.9792,0,0,0,0,0,2,1,0,0,0,2,2,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2092,13.31033869,-0.510821503,13.31033869,0.035270386,0.357927786,529.656,493.368,529.2740702,204,0,0.56034441,0.196172274,0.485343153,0.972341673,0.482317915,0.127501173,0.295231072,0.255084955,0.848951687,0.94679907,0.410834165,-0.452633642,0.452633642,0.410834165,0.846153846,1.384615385,1.923076923,19.14214815,9.875297577,2.202696368,-2.300948946,2.334367436,-2.304151103,5.947864271,0.077266119,1.603974223,1287.995708,27.77744564,22.87508723,22.87508723,18.9097485,13.45332394,13.45332394,9.629892265,9.629892265,7.209158297,7.209158297,5.015967703,5.015967703,-3.97,0.827404007,2.027245383,7.727849725,5.818735492,1.213651736,573168102.7,28.04861264,13.20188187,7.118812818,229.6310013,9.636772685,5.817220841,0.83498389,0.147100621,0.436794226,0.263235657,0.722823716,0.0,0.0,5.907179729,6.093240071,15.01123552,9.184952232,0.0,0.0,41.97130694,85.35077906,43.9746198,7.109797541,18.71635237,23.26091061,0.0,9.799819462,0.0,33.23387405,38.60561177,106.4405362,0,0.0,5.316788604,14.87233851,0.0,0.0,55.08906243,11.28161936,5.817220841,53.7374608,78.36950935,0.0,5.57310453,0,61.88,6.093240071,13.97948942,0.0,11.72440057,24.34035058,54.73937147,24.81563621,0.0,79.41105481,10.21669833,4.736862954,18.01497413,0.0,28.6965989,2.701492788,7.051576979,-0.182437658,22.34788328,1.292391323,7.907569516,1.336617408,0.3125,39,1,6,0,1,1,3,0,3,4,1,7,8,0,1,1,4,6.5839,153.0962,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
